entrez,symbol,term_id,term_name,source
2,A2M,C0011570,Mental Depression,PSYGENET
2,A2M,C0011581,Depressive disorder,PSYGENET
9,NAT1,C0001973,"Alcoholic Intoxication, Chronic",PSYGENET
15,AANAT,C0005587,"Depression, Bipolar",PSYGENET
15,AANAT,C0011570,Mental Depression,PSYGENET
15,AANAT,C0011581,Depressive disorder,PSYGENET
19,ABCA1,C0036341,Schizophrenia,PSYGENET
28,ABO,C0001973,"Alcoholic Intoxication, Chronic",PSYGENET
28,ABO,C0085762,Alcohol abuse,PSYGENET
35,ACADS,C0005586,Bipolar Disorder,PSYGENET
43,ACHE,C0036341,Schizophrenia,PSYGENET
52,ACP1,C0036341,Schizophrenia,PSYGENET
52,ACP1,C0041696,Unipolar Depression,PSYGENET
52,ACP1,C1269683,Major Depressive Disorder,PSYGENET
60,ACTB,C0005586,Bipolar Disorder,PSYGENET
60,ACTB,C0036341,Schizophrenia,PSYGENET
104,ADARB1,C0005586,Bipolar Disorder,PSYGENET
104,ADARB1,C0036341,Schizophrenia,PSYGENET
108,ADCY2,C0005586,Bipolar Disorder,PSYGENET
109,ADCY3,C0005586,Bipolar Disorder,PSYGENET
111,ADCY5,C0001973,"Alcoholic Intoxication, Chronic",PSYGENET
111,ADCY5,C0011570,Mental Depression,PSYGENET
111,ADCY5,C0011581,Depressive disorder,PSYGENET
111,ADCY5,C0041696,Unipolar Depression,PSYGENET
111,ADCY5,C1269683,Major Depressive Disorder,PSYGENET
113,ADCY7,C0001973,"Alcoholic Intoxication, Chronic",PSYGENET
113,ADCY7,C0011570,Mental Depression,PSYGENET
113,ADCY7,C0011581,Depressive disorder,PSYGENET
113,ADCY7,C0041696,Unipolar Depression,PSYGENET
113,ADCY7,C1269683,Major Depressive Disorder,PSYGENET
114,ADCY8,C0005586,Bipolar Disorder,PSYGENET
114,ADCY8,C0011570,Mental Depression,PSYGENET
114,ADCY8,C0011581,Depressive disorder,PSYGENET
116,ADCYAP1,C0005586,Bipolar Disorder,PSYGENET
116,ADCYAP1,C0011570,Mental Depression,PSYGENET
116,ADCYAP1,C0011581,Depressive disorder,PSYGENET
116,ADCYAP1,C0036341,Schizophrenia,PSYGENET
117,ADCYAP1R1,C0036341,Schizophrenia,PSYGENET
124,ADH1A,C0001973,"Alcoholic Intoxication, Chronic",PSYGENET
125,ADH1B,C0001969,Alcoholic Intoxication,PSYGENET
125,ADH1B,C0001973,"Alcoholic Intoxication, Chronic",PSYGENET
125,ADH1B,C0085762,Alcohol abuse,PSYGENET
125,ADH1B,C0349464,Wernicke-Korsakoff Syndrome,PSYGENET
126,ADH1C,C0001969,Alcoholic Intoxication,PSYGENET
126,ADH1C,C0001973,"Alcoholic Intoxication, Chronic",PSYGENET
126,ADH1C,C0085762,Alcohol abuse,PSYGENET
127,ADH4,C0001956,Alcohol Use Disorder,PSYGENET
127,ADH4,C0001973,"Alcoholic Intoxication, Chronic",PSYGENET
127,ADH4,C0085762,Alcohol abuse,PSYGENET
128,ADH5,C0001973,"Alcoholic Intoxication, Chronic",PSYGENET
130,ADH6,C0001973,"Alcoholic Intoxication, Chronic",PSYGENET
131,ADH7,C0001973,"Alcoholic Intoxication, Chronic",PSYGENET
132,ADK,C0036341,Schizophrenia,PSYGENET
133,ADM,C0005586,Bipolar Disorder,PSYGENET
133,ADM,C0036341,Schizophrenia,PSYGENET
134,ADORA1,C0036341,Schizophrenia,PSYGENET
135,ADORA2A,C0036341,Schizophrenia,PSYGENET
148,ADRA1A,C0005586,Bipolar Disorder,PSYGENET
148,ADRA1A,C0006870,Cannabis Dependence,PSYGENET
148,ADRA1A,C0009171,Cocaine Abuse,PSYGENET
148,ADRA1A,C0036341,Schizophrenia,PSYGENET
148,ADRA1A,C0041696,Unipolar Depression,PSYGENET
148,ADRA1A,C0600427,Cocaine Dependence,PSYGENET
148,ADRA1A,C1269683,Major Depressive Disorder,PSYGENET
148,ADRA1A,C3496069,cocaine use,PSYGENET
150,ADRA2A,C0001973,"Alcoholic Intoxication, Chronic",PSYGENET
150,ADRA2A,C0011570,Mental Depression,PSYGENET
150,ADRA2A,C0011581,Depressive disorder,PSYGENET
150,ADRA2A,C0036341,Schizophrenia,PSYGENET
152,ADRA2C,C0005586,Bipolar Disorder,PSYGENET
153,ADRB1,C0011570,Mental Depression,PSYGENET
153,ADRB1,C0011581,Depressive disorder,PSYGENET
154,ADRB2,C0005586,Bipolar Disorder,PSYGENET
157,GRK3,C0005586,Bipolar Disorder,PSYGENET
159,ADSS2,C0036341,Schizophrenia,PSYGENET
175,AGA,C0036341,Schizophrenia,PSYGENET
177,AGER,C0036341,Schizophrenia,PSYGENET
182,JAG1,C0036341,Schizophrenia,PSYGENET
183,AGT,C0005586,Bipolar Disorder,PSYGENET
183,AGT,C0011570,Mental Depression,PSYGENET
183,AGT,C0011581,Depressive disorder,PSYGENET
207,AKT1,C0005586,Bipolar Disorder,PSYGENET
207,AKT1,C0011570,Mental Depression,PSYGENET
207,AKT1,C0011581,Depressive disorder,PSYGENET
208,AKT2,C0005586,Bipolar Disorder,PSYGENET
216,ALDH1A1,C0001969,Alcoholic Intoxication,PSYGENET
216,ALDH1A1,C0001973,"Alcoholic Intoxication, Chronic",PSYGENET
216,ALDH1A1,C0036341,Schizophrenia,PSYGENET
216,ALDH1A1,C0085762,Alcohol abuse,PSYGENET
217,ALDH2,C0001969,Alcoholic Intoxication,PSYGENET
217,ALDH2,C0001973,"Alcoholic Intoxication, Chronic",PSYGENET
217,ALDH2,C0005586,Bipolar Disorder,PSYGENET
217,ALDH2,C0085762,Alcohol abuse,PSYGENET
217,ALDH2,C0349464,Wernicke-Korsakoff Syndrome,PSYGENET
218,ALDH3A1,C0036341,Schizophrenia,PSYGENET
221,ALDH3B1,C0036341,Schizophrenia,PSYGENET
221,ALDH3B1,C0036349,Paranoid Schizophrenia,PSYGENET
222,ALDH3B2,C0001973,"Alcoholic Intoxication, Chronic",PSYGENET
238,ALK,C0001973,"Alcoholic Intoxication, Chronic",PSYGENET
238,ALK,C0011570,Mental Depression,PSYGENET
238,ALK,C0011581,Depressive disorder,PSYGENET
238,ALK,C0036341,Schizophrenia,PSYGENET
239,ALOX12,C0005586,Bipolar Disorder,PSYGENET
239,ALOX12,C0036341,Schizophrenia,PSYGENET
288,ANK3,C0005586,Bipolar Disorder,PSYGENET
288,ANK3,C0036341,Schizophrenia,PSYGENET
288,ANK3,C0178417,Anhedonia,PSYGENET
288,ANK3,C0349204,Nonorganic psychosis,PSYGENET
290,ANPEP,C0041696,Unipolar Depression,PSYGENET
290,ANPEP,C0149821,ACUTE ALCOHOL WITHDRAWAL,PSYGENET
290,ANPEP,C1269683,Major Depressive Disorder,PSYGENET
291,SLC25A4,C0005586,Bipolar Disorder,PSYGENET
317,APAF1,C0041696,Unipolar Depression,PSYGENET
317,APAF1,C1269683,Major Depressive Disorder,PSYGENET
321,APBA2,C0036341,Schizophrenia,PSYGENET
324,APC,C0036341,Schizophrenia,PSYGENET
347,APOD,C0005586,Bipolar Disorder,PSYGENET
347,APOD,C0036341,Schizophrenia,PSYGENET
348,APOE,C0001973,"Alcoholic Intoxication, Chronic",PSYGENET
348,APOE,C0005586,Bipolar Disorder,PSYGENET
348,APOE,C0011206,Delirium,PSYGENET
348,APOE,C0085762,Alcohol abuse,PSYGENET
350,APOH,C0036341,Schizophrenia,PSYGENET
351,APP,C0005586,Bipolar Disorder,PSYGENET
351,APP,C0011570,Mental Depression,PSYGENET
351,APP,C0011573,Endogenous depression,PSYGENET
351,APP,C0011581,Depressive disorder,PSYGENET
353,APRT,C0011570,Mental Depression,PSYGENET
353,APRT,C0011581,Depressive disorder,PSYGENET
353,APRT,C0041696,Unipolar Depression,PSYGENET
353,APRT,C1269683,Major Depressive Disorder,PSYGENET
355,FAS,C0036341,Schizophrenia,PSYGENET
361,AQP4,C0011570,Mental Depression,PSYGENET
361,AQP4,C0011581,Depressive disorder,PSYGENET
361,AQP4,C0036341,Schizophrenia,PSYGENET
361,AQP4,C0338715,Drug-induced depressive state,PSYGENET
367,AR,C0001973,"Alcoholic Intoxication, Chronic",PSYGENET
367,AR,C0011570,Mental Depression,PSYGENET
367,AR,C0011581,Depressive disorder,PSYGENET
367,AR,C0236663,Alcohol withdrawal syndrome,PSYGENET
392,ARHGAP1,C0036341,Schizophrenia,PSYGENET
406,ARNTL,C0005586,Bipolar Disorder,PSYGENET
406,ARNTL,C0011570,Mental Depression,PSYGENET
406,ARNTL,C0011581,Depressive disorder,PSYGENET
406,ARNTL,C0085159,Seasonal Affective Disorder,PSYGENET
408,ARRB1,C0041696,Unipolar Depression,PSYGENET
408,ARRB1,C1269683,Major Depressive Disorder,PSYGENET
408,ARRB1,C3178803,Social Anhedonia,PSYGENET
409,ARRB2,C0005586,Bipolar Disorder,PSYGENET
409,ARRB2,C0011570,Mental Depression,PSYGENET
409,ARRB2,C0011581,Depressive disorder,PSYGENET
410,ARSA,C0001973,"Alcoholic Intoxication, Chronic",PSYGENET
410,ARSA,C0041696,Unipolar Depression,PSYGENET
410,ARSA,C1269683,Major Depressive Disorder,PSYGENET
421,ARVCF,C0036341,Schizophrenia,PSYGENET
427,ASAH1,C0036341,Schizophrenia,PSYGENET
427,ASAH1,C0221765,Chronic schizophrenia,PSYGENET
438,ASMT,C0005586,Bipolar Disorder,PSYGENET
438,ASMT,C0011570,Mental Depression,PSYGENET
438,ASMT,C0011581,Depressive disorder,PSYGENET
460,ASTN1,C0001973,"Alcoholic Intoxication, Chronic",PSYGENET
460,ASTN1,C0740858,Substance abuse problem,PSYGENET
467,ATF3,C0011570,Mental Depression,PSYGENET
467,ATF3,C0011581,Depressive disorder,PSYGENET
468,ATF4,C0005586,Bipolar Disorder,PSYGENET
468,ATF4,C0011570,Mental Depression,PSYGENET
468,ATF4,C0011581,Depressive disorder,PSYGENET
468,ATF4,C0036341,Schizophrenia,PSYGENET
472,ATM,C0036341,Schizophrenia,PSYGENET
474,ATOH1,C1879677,Alcohol Toxicity,PSYGENET
476,ATP1A1,C0005586,Bipolar Disorder,PSYGENET
477,ATP1A2,C0005586,Bipolar Disorder,PSYGENET
478,ATP1A3,C0005586,Bipolar Disorder,PSYGENET
478,ATP1A3,C0011570,Mental Depression,PSYGENET
478,ATP1A3,C0011581,Depressive disorder,PSYGENET
478,ATP1A3,C0178417,Anhedonia,PSYGENET
488,ATP2A2,C0011570,Mental Depression,PSYGENET
488,ATP2A2,C0011581,Depressive disorder,PSYGENET
488,ATP2A2,C0036341,Schizophrenia,PSYGENET
540,ATP7B,C0041696,Unipolar Depression,PSYGENET
540,ATP7B,C1269683,Major Depressive Disorder,PSYGENET
551,AVP,C0005586,Bipolar Disorder,PSYGENET
551,AVP,C0009178,Cocaine withdrawal,PSYGENET
551,AVP,C0041696,Unipolar Depression,PSYGENET
551,AVP,C0600427,Cocaine Dependence,PSYGENET
551,AVP,C1269683,Major Depressive Disorder,PSYGENET
552,AVPR1A,C0036341,Schizophrenia,PSYGENET
553,AVPR1B,C0005586,Bipolar Disorder,PSYGENET
573,BAG1,C0005586,Bipolar Disorder,PSYGENET
573,BAG1,C0011570,Mental Depression,PSYGENET
573,BAG1,C0011581,Depressive disorder,PSYGENET
573,BAG1,C0036341,Schizophrenia,PSYGENET
590,BCHE,C0001969,Alcoholic Intoxication,PSYGENET
590,BCHE,C0005586,Bipolar Disorder,PSYGENET
595,CCND1,C0036341,Schizophrenia,PSYGENET
595,CCND1,C0041696,Unipolar Depression,PSYGENET
595,CCND1,C1269683,Major Depressive Disorder,PSYGENET
596,BCL2,C0005586,Bipolar Disorder,PSYGENET
596,BCL2,C0011581,Depressive disorder,PSYGENET
596,BCL2,C0015923,Fetal Alcohol Syndrome,PSYGENET
596,BCL2,C0036341,Schizophrenia,PSYGENET
596,BCL2,C0853193,Bipolar I disorder,PSYGENET
607,BCL9,C0005586,Bipolar Disorder,PSYGENET
607,BCL9,C0036341,Schizophrenia,PSYGENET
607,BCL9,C0041696,Unipolar Depression,PSYGENET
607,BCL9,C1269683,Major Depressive Disorder,PSYGENET
613,BCR,C0005586,Bipolar Disorder,PSYGENET
613,BCR,C0041696,Unipolar Depression,PSYGENET
613,BCR,C1269683,Major Depressive Disorder,PSYGENET
624,BDKRB2,C0005586,Bipolar Disorder,PSYGENET
624,BDKRB2,C0041696,Unipolar Depression,PSYGENET
624,BDKRB2,C1269683,Major Depressive Disorder,PSYGENET
627,BDNF,C0001969,Alcoholic Intoxication,PSYGENET
627,BDNF,C0001973,"Alcoholic Intoxication, Chronic",PSYGENET
627,BDNF,C0005586,Bipolar Disorder,PSYGENET
627,BDNF,C0011570,Mental Depression,PSYGENET
627,BDNF,C0011581,Depressive disorder,PSYGENET
627,BDNF,C0041696,Unipolar Depression,PSYGENET
627,BDNF,C0085762,Alcohol abuse,PSYGENET
627,BDNF,C0338715,Drug-induced depressive state,PSYGENET
627,BDNF,C1269683,Major Depressive Disorder,PSYGENET
635,BHMT,C0001973,"Alcoholic Intoxication, Chronic",PSYGENET
637,BID,C0005586,Bipolar Disorder,PSYGENET
637,BID,C0036341,Schizophrenia,PSYGENET
655,BMP7,C0041696,Unipolar Depression,PSYGENET
655,BMP7,C1269683,Major Depressive Disorder,PSYGENET
672,BRCA1,C0011570,Mental Depression,PSYGENET
672,BRCA1,C0011581,Depressive disorder,PSYGENET
672,BRCA1,C0036341,Schizophrenia,PSYGENET
675,BRCA2,C0005586,Bipolar Disorder,PSYGENET
685,BTC,C0036341,Schizophrenia,PSYGENET
688,KLF5,C0036341,Schizophrenia,PSYGENET
706,TSPO,C0005586,Bipolar Disorder,PSYGENET
713,C1QB,C0036341,Schizophrenia,PSYGENET
773,CACNA1A,C0005586,Bipolar Disorder,PSYGENET
774,CACNA1B,C0005586,Bipolar Disorder,PSYGENET
774,CACNA1B,C0036341,Schizophrenia,PSYGENET
775,CACNA1C,C0005586,Bipolar Disorder,PSYGENET
775,CACNA1C,C0011570,Mental Depression,PSYGENET
775,CACNA1C,C0011581,Depressive disorder,PSYGENET
775,CACNA1C,C0036341,Schizophrenia,PSYGENET
775,CACNA1C,C0041696,Unipolar Depression,PSYGENET
775,CACNA1C,C0178417,Anhedonia,PSYGENET
775,CACNA1C,C0349204,Nonorganic psychosis,PSYGENET
775,CACNA1C,C1269683,Major Depressive Disorder,PSYGENET
778,CACNA1F,C0036341,Schizophrenia,PSYGENET
780,DDR1,C0036341,Schizophrenia,PSYGENET
783,CACNB2,C0005586,Bipolar Disorder,PSYGENET
783,CACNB2,C0036341,Schizophrenia,PSYGENET
793,CALB1,C0036341,Schizophrenia,PSYGENET
805,CALM2,C0005586,Bipolar Disorder,PSYGENET
805,CALM2,C0011570,Mental Depression,PSYGENET
805,CALM2,C0011581,Depressive disorder,PSYGENET
805,CALM2,C0588008,Severe depression,PSYGENET
811,CALR,C0005586,Bipolar Disorder,PSYGENET
811,CALR,C0033937,"Psychoses, Drug",PSYGENET
811,CALR,C0036337,Schizoaffective Disorder,PSYGENET
811,CALR,C0036349,Paranoid Schizophrenia,PSYGENET
811,CALR,C0036939,Shared Paranoid Disorder,PSYGENET
811,CALR,C0349204,Nonorganic psychosis,PSYGENET
814,CAMK4,C0600427,Cocaine Dependence,PSYGENET
815,CAMK2A,C0001973,"Alcoholic Intoxication, Chronic",PSYGENET
815,CAMK2A,C0005586,Bipolar Disorder,PSYGENET
815,CAMK2A,C0011570,Mental Depression,PSYGENET
815,CAMK2A,C0011581,Depressive disorder,PSYGENET
815,CAMK2A,C0041696,Unipolar Depression,PSYGENET
815,CAMK2A,C1269683,Major Depressive Disorder,PSYGENET
833,CARS1,C0001973,"Alcoholic Intoxication, Chronic",PSYGENET
836,CASP3,C0036341,Schizophrenia,PSYGENET
841,CASP8,C0005586,Bipolar Disorder,PSYGENET
847,CAT,C0001973,"Alcoholic Intoxication, Chronic",PSYGENET
847,CAT,C0041696,Unipolar Depression,PSYGENET
847,CAT,C1269683,Major Depressive Disorder,PSYGENET
857,CAV1,C0036341,Schizophrenia,PSYGENET
866,SERPINA6,C0011570,Mental Depression,PSYGENET
866,SERPINA6,C0011581,Depressive disorder,PSYGENET
875,CBS,C0005586,Bipolar Disorder,PSYGENET
875,CBS,C0036341,Schizophrenia,PSYGENET
875,CBS,C0338715,Drug-induced depressive state,PSYGENET
885,CCK,C0001973,"Alcoholic Intoxication, Chronic",PSYGENET
885,CCK,C0036341,Schizophrenia,PSYGENET
885,CCK,C0338831,Manic,PSYGENET
886,CCKAR,C0001973,"Alcoholic Intoxication, Chronic",PSYGENET
886,CCKAR,C0005586,Bipolar Disorder,PSYGENET
886,CCKAR,C0036341,Schizophrenia,PSYGENET
886,CCKAR,C0036349,Paranoid Schizophrenia,PSYGENET
886,CCKAR,C0041696,Unipolar Depression,PSYGENET
886,CCKAR,C1269683,Major Depressive Disorder,PSYGENET
890,CCNA2,C0036341,Schizophrenia,PSYGENET
894,CCND2,C0036341,Schizophrenia,PSYGENET
894,CCND2,C1879677,Alcohol Toxicity,PSYGENET
930,CD19,C0001969,Alcoholic Intoxication,PSYGENET
947,CD34,C0041696,Unipolar Depression,PSYGENET
947,CD34,C0349204,Nonorganic psychosis,PSYGENET
947,CD34,C1269683,Major Depressive Disorder,PSYGENET
983,CDK1,C1306067,Drug-induced paranoid state,PSYGENET
989,SEPTIN7,C0036341,Schizophrenia,PSYGENET
995,CDC25C,C0036341,Schizophrenia,PSYGENET
998,CDC42,C0036341,Schizophrenia,PSYGENET
1003,CDH5,C0001973,"Alcoholic Intoxication, Chronic",PSYGENET
1005,CDH7,C0005586,Bipolar Disorder,PSYGENET
1005,CDH7,C0041696,Unipolar Depression,PSYGENET
1005,CDH7,C1269683,Major Depressive Disorder,PSYGENET
1006,CDH8,C0001973,"Alcoholic Intoxication, Chronic",PSYGENET
1007,CDH9,C0001973,"Alcoholic Intoxication, Chronic",PSYGENET
1008,CDH10,C0001973,"Alcoholic Intoxication, Chronic",PSYGENET
1009,CDH11,C0001973,"Alcoholic Intoxication, Chronic",PSYGENET
1010,CDH12,C0001973,"Alcoholic Intoxication, Chronic",PSYGENET
1012,CDH13,C0001973,"Alcoholic Intoxication, Chronic",PSYGENET
1012,CDH13,C0011570,Mental Depression,PSYGENET
1012,CDH13,C0011581,Depressive disorder,PSYGENET
1013,CDH15,C0001973,"Alcoholic Intoxication, Chronic",PSYGENET
1015,CDH17,C0005586,Bipolar Disorder,PSYGENET
1015,CDH17,C0349204,Nonorganic psychosis,PSYGENET
1015,CDH17,C1839839,MAJOR AFFECTIVE DISORDER 2,PSYGENET
1016,CDH18,C0001973,"Alcoholic Intoxication, Chronic",PSYGENET
1020,CDK5,C0036341,Schizophrenia,PSYGENET
1020,CDK5,C0600427,Cocaine Dependence,PSYGENET
1028,CDKN1C,C0036341,Schizophrenia,PSYGENET
1029,CDKN2A,C0011570,Mental Depression,PSYGENET
1029,CDKN2A,C0011581,Depressive disorder,PSYGENET
1029,CDKN2A,C0041696,Unipolar Depression,PSYGENET
1029,CDKN2A,C1269683,Major Depressive Disorder,PSYGENET
1068,CETN1,C0036341,Schizophrenia,PSYGENET
1080,CFTR,C0001973,"Alcoholic Intoxication, Chronic",PSYGENET
1103,CHAT,C0001969,Alcoholic Intoxication,PSYGENET
1103,CHAT,C0011570,Mental Depression,PSYGENET
1103,CHAT,C0011581,Depressive disorder,PSYGENET
1103,CHAT,C0036341,Schizophrenia,PSYGENET
1109,AKR1C4,C0001973,"Alcoholic Intoxication, Chronic",PSYGENET
1109,AKR1C4,C0005586,Bipolar Disorder,PSYGENET
1111,CHEK1,C0036341,Schizophrenia,PSYGENET
1113,CHGA,C0036341,Schizophrenia,PSYGENET
1114,CHGB,C0036341,Schizophrenia,PSYGENET
1114,CHGB,C0221765,Chronic schizophrenia,PSYGENET
1128,CHRM1,C0036341,Schizophrenia,PSYGENET
1129,CHRM2,C0001973,"Alcoholic Intoxication, Chronic",PSYGENET
1129,CHRM2,C0005586,Bipolar Disorder,PSYGENET
1129,CHRM2,C0011570,Mental Depression,PSYGENET
1129,CHRM2,C0011581,Depressive disorder,PSYGENET
1129,CHRM2,C0036341,Schizophrenia,PSYGENET
1132,CHRM4,C0036341,Schizophrenia,PSYGENET
1133,CHRM5,C0024809,Marijuana Abuse,PSYGENET
1133,CHRM5,C0036341,Schizophrenia,PSYGENET
1135,CHRNA2,C0005586,Bipolar Disorder,PSYGENET
1135,CHRNA2,C0011570,Mental Depression,PSYGENET
1135,CHRNA2,C0011581,Depressive disorder,PSYGENET
1136,CHRNA3,C0001973,"Alcoholic Intoxication, Chronic",PSYGENET
1136,CHRNA3,C0036341,Schizophrenia,PSYGENET
1136,CHRNA3,C0600427,Cocaine Dependence,PSYGENET
1137,CHRNA4,C0001973,"Alcoholic Intoxication, Chronic",PSYGENET
1137,CHRNA4,C0009171,Cocaine Abuse,PSYGENET
1137,CHRNA4,C0011570,Mental Depression,PSYGENET
1137,CHRNA4,C0011581,Depressive disorder,PSYGENET
1137,CHRNA4,C0036341,Schizophrenia,PSYGENET
1138,CHRNA5,C0001973,"Alcoholic Intoxication, Chronic",PSYGENET
1138,CHRNA5,C0036341,Schizophrenia,PSYGENET
1138,CHRNA5,C0600427,Cocaine Dependence,PSYGENET
1139,CHRNA7,C0005586,Bipolar Disorder,PSYGENET
1139,CHRNA7,C0036341,Schizophrenia,PSYGENET
1141,CHRNB2,C0036341,Schizophrenia,PSYGENET
1142,CHRNB3,C0001973,"Alcoholic Intoxication, Chronic",PSYGENET
1142,CHRNB3,C0005586,Bipolar Disorder,PSYGENET
1142,CHRNB3,C0011570,Mental Depression,PSYGENET
1142,CHRNB3,C0011581,Depressive disorder,PSYGENET
1142,CHRNB3,C0600427,Cocaine Dependence,PSYGENET
1142,CHRNB3,C3496069,cocaine use,PSYGENET
1143,CHRNB4,C0001973,"Alcoholic Intoxication, Chronic",PSYGENET
1143,CHRNB4,C0600427,Cocaine Dependence,PSYGENET
1152,CKB,C0036341,Schizophrenia,PSYGENET
1152,CKB,C0857501,Acute schizophrenia,PSYGENET
1191,CLU,C0036341,Schizophrenia,PSYGENET
1234,CCR5,C0036341,Schizophrenia,PSYGENET
1235,CCR6,C0178417,Anhedonia,PSYGENET
1236,CCR7,C0178417,Anhedonia,PSYGENET
1240,CMKLR1,C0011570,Mental Depression,PSYGENET
1240,CMKLR1,C0011581,Depressive disorder,PSYGENET
1267,CNP,C0036341,Schizophrenia,PSYGENET
1267,CNP,C0041696,Unipolar Depression,PSYGENET
1267,CNP,C1269683,Major Depressive Disorder,PSYGENET
1268,CNR1,C0001973,"Alcoholic Intoxication, Chronic",PSYGENET
1268,CNR1,C0005586,Bipolar Disorder,PSYGENET
1268,CNR1,C0011570,Mental Depression,PSYGENET
1268,CNR1,C0011581,Depressive disorder,PSYGENET
1268,CNR1,C0041696,Unipolar Depression,PSYGENET
1268,CNR1,C0600427,Cocaine Dependence,PSYGENET
1268,CNR1,C1269683,Major Depressive Disorder,PSYGENET
1269,CNR2,C0001973,"Alcoholic Intoxication, Chronic",PSYGENET
1269,CNR2,C0005586,Bipolar Disorder,PSYGENET
1269,CNR2,C0011570,Mental Depression,PSYGENET
1269,CNR2,C0011581,Depressive disorder,PSYGENET
1269,CNR2,C0024809,Marijuana Abuse,PSYGENET
1269,CNR2,C0036341,Schizophrenia,PSYGENET
1269,CNR2,C0085762,Alcohol abuse,PSYGENET
1269,CNR2,C3160814,Cannabis use,PSYGENET
1270,CNTF,C0011570,Mental Depression,PSYGENET
1270,CNTF,C0011581,Depressive disorder,PSYGENET
1270,CNTF,C0036341,Schizophrenia,PSYGENET
1312,COMT,C0005586,Bipolar Disorder,PSYGENET
1312,COMT,C0005587,"Depression, Bipolar",PSYGENET
1312,COMT,C0011570,Mental Depression,PSYGENET
1312,COMT,C0011581,Depressive disorder,PSYGENET
1312,COMT,C0024809,Marijuana Abuse,PSYGENET
1312,COMT,C0041696,Unipolar Depression,PSYGENET
1312,COMT,C0086133,Depressive Syndrome,PSYGENET
1312,COMT,C0178417,Anhedonia,PSYGENET
1312,COMT,C0233477,Dysphoric mood,PSYGENET
1312,COMT,C0600427,Cocaine Dependence,PSYGENET
1312,COMT,C1269683,Major Depressive Disorder,PSYGENET
1312,COMT,C1306067,Drug-induced paranoid state,PSYGENET
1312,COMT,C3160814,Cannabis use,PSYGENET
1351,COX8A,C0001969,Alcoholic Intoxication,PSYGENET
1385,CREB1,C0001973,"Alcoholic Intoxication, Chronic",PSYGENET
1385,CREB1,C0005586,Bipolar Disorder,PSYGENET
1385,CREB1,C0011570,Mental Depression,PSYGENET
1385,CREB1,C0011581,Depressive disorder,PSYGENET
1385,CREB1,C0036341,Schizophrenia,PSYGENET
1385,CREB1,C0041696,Unipolar Depression,PSYGENET
1385,CREB1,C0600427,Cocaine Dependence,PSYGENET
1385,CREB1,C1269683,Major Depressive Disorder,PSYGENET
1387,CREBBP,C0011573,Endogenous depression,PSYGENET
1392,CRH,C0001973,"Alcoholic Intoxication, Chronic",PSYGENET
1392,CRH,C0005586,Bipolar Disorder,PSYGENET
1392,CRH,C0011570,Mental Depression,PSYGENET
1392,CRH,C0011581,Depressive disorder,PSYGENET
1392,CRH,C0013415,Dysthymic Disorder,PSYGENET
1392,CRH,C0036341,Schizophrenia,PSYGENET
1392,CRH,C0041696,Unipolar Depression,PSYGENET
1392,CRH,C0085762,Alcohol abuse,PSYGENET
1392,CRH,C0178417,Anhedonia,PSYGENET
1392,CRH,C1269683,Major Depressive Disorder,PSYGENET
1393,CRHBP,C0001973,"Alcoholic Intoxication, Chronic",PSYGENET
1393,CRHBP,C0011570,Mental Depression,PSYGENET
1393,CRHBP,C0011581,Depressive disorder,PSYGENET
1393,CRHBP,C0041696,Unipolar Depression,PSYGENET
1393,CRHBP,C1269683,Major Depressive Disorder,PSYGENET
1394,CRHR1,C0001973,"Alcoholic Intoxication, Chronic",PSYGENET
1394,CRHR1,C0005586,Bipolar Disorder,PSYGENET
1394,CRHR1,C0011570,Mental Depression,PSYGENET
1394,CRHR1,C0011581,Depressive disorder,PSYGENET
1394,CRHR1,C0041696,Unipolar Depression,PSYGENET
1394,CRHR1,C0178417,Anhedonia,PSYGENET
1394,CRHR1,C0349204,Nonorganic psychosis,PSYGENET
1394,CRHR1,C1269683,Major Depressive Disorder,PSYGENET
1395,CRHR2,C0005586,Bipolar Disorder,PSYGENET
1395,CRHR2,C0011570,Mental Depression,PSYGENET
1395,CRHR2,C0011581,Depressive disorder,PSYGENET
1395,CRHR2,C0178417,Anhedonia,PSYGENET
1395,CRHR2,C0233477,Dysphoric mood,PSYGENET
1400,CRMP1,C0036341,Schizophrenia,PSYGENET
1400,CRMP1,C3178803,Social Anhedonia,PSYGENET
1401,CRP,C0036341,Schizophrenia,PSYGENET
1401,CRP,C0041696,Unipolar Depression,PSYGENET
1401,CRP,C1269683,Major Depressive Disorder,PSYGENET
1407,CRY1,C0005586,Bipolar Disorder,PSYGENET
1407,CRY1,C0011570,Mental Depression,PSYGENET
1407,CRY1,C0011581,Depressive disorder,PSYGENET
1407,CRY1,C0085159,Seasonal Affective Disorder,PSYGENET
1408,CRY2,C0005586,Bipolar Disorder,PSYGENET
1408,CRY2,C0011570,Mental Depression,PSYGENET
1408,CRY2,C0011581,Depressive disorder,PSYGENET
1408,CRY2,C0085159,Seasonal Affective Disorder,PSYGENET
1432,MAPK14,C0024809,Marijuana Abuse,PSYGENET
1432,MAPK14,C0036341,Schizophrenia,PSYGENET
1432,MAPK14,C0233477,Dysphoric mood,PSYGENET
1432,MAPK14,C0338715,Drug-induced depressive state,PSYGENET
1437,CSF2,C0036341,Schizophrenia,PSYGENET
1438,CSF2RA,C0036341,Schizophrenia,PSYGENET
