entrez,symbol,term_id,term_name,source
253827,MSRB3,C3711374,Nonsyndromic Deafness,CLINGEN
254065,BRWD3,C0796250,PARTINGTON X-LINKED MENTAL RETARDATION SYNDROME,CLINGEN
259236,TMIE,C3711374,Nonsyndromic Deafness,CLINGEN
283310,OTOGL,C3711374,Nonsyndromic Deafness,CLINGEN
286262,TPRN,C3711374,Nonsyndromic Deafness,CLINGEN
286676,ILDR1,C3711374,Nonsyndromic Deafness,CLINGEN
340990,OTOG,C3711374,Nonsyndromic Deafness,CLINGEN
347344,ZNF81,C3501611,"Mental Retardation, X-Linked Nonsyndromic",CLINGEN
348654,GEN1,C0346153,"Breast Cancer, Familial",CLINGEN
374291,NDUFS7,C0023264,Leigh Disease,CLINGEN
374291,NDUFS7,C1838951,LEIGH SYNDROME DUE TO MITOCHONDRIAL COMPLEX I DEFICIENCY,CLINGEN
374291,NDUFS7,C1850597,Leigh Syndrome Due To Mitochondrial Complex II Deficiency,CLINGEN
374291,NDUFS7,C1850598,Leigh Syndrome due to Mitochondrial Complex III Deficiency,CLINGEN
374291,NDUFS7,C1850599,Leigh Syndrome due to Mitochondrial Complex IV Deficiency,CLINGEN
374291,NDUFS7,C1850600,Leigh Syndrome due to Mitochondrial Complex V Deficiency,CLINGEN
374291,NDUFS7,C2931891,"Necrotizing encephalopathy, infantile subacute, of Leigh",CLINGEN
374462,PTPRQ,C1846647,"DEAFNESS, AUTOSOMAL RECESSIVE (disorder)",CLINGEN
375611,SLC26A5,C3711374,Nonsyndromic Deafness,CLINGEN
388551,CEACAM16,C3711374,Nonsyndromic Deafness,CLINGEN
389207,GRXCR1,C3711374,Nonsyndromic Deafness,CLINGEN
493856,CISD2,C0043207,Wolfram Syndrome,CLINGEN
494513,PJVK,C3711374,Nonsyndromic Deafness,CLINGEN
643226,GRXCR2,C3711374,Nonsyndromic Deafness,CLINGEN
100131801,PET100,C0023264,Leigh Disease,CLINGEN
100131801,PET100,C1838951,LEIGH SYNDROME DUE TO MITOCHONDRIAL COMPLEX I DEFICIENCY,CLINGEN
100131801,PET100,C1850597,Leigh Syndrome Due To Mitochondrial Complex II Deficiency,CLINGEN
100131801,PET100,C1850598,Leigh Syndrome due to Mitochondrial Complex III Deficiency,CLINGEN
100131801,PET100,C1850599,Leigh Syndrome due to Mitochondrial Complex IV Deficiency,CLINGEN
100131801,PET100,C1850600,Leigh Syndrome due to Mitochondrial Complex V Deficiency,CLINGEN
100131801,PET100,C2931891,"Necrotizing encephalopathy, infantile subacute, of Leigh",CLINGEN
100303755,PET117,C0023264,Leigh Disease,CLINGEN
100303755,PET117,C1838951,LEIGH SYNDROME DUE TO MITOCHONDRIAL COMPLEX I DEFICIENCY,CLINGEN
100303755,PET117,C1850597,Leigh Syndrome Due To Mitochondrial Complex II Deficiency,CLINGEN
100303755,PET117,C1850598,Leigh Syndrome due to Mitochondrial Complex III Deficiency,CLINGEN
100303755,PET117,C1850599,Leigh Syndrome due to Mitochondrial Complex IV Deficiency,CLINGEN
100303755,PET117,C1850600,Leigh Syndrome due to Mitochondrial Complex V Deficiency,CLINGEN
100303755,PET117,C2931891,"Necrotizing encephalopathy, infantile subacute, of Leigh",CLINGEN
1,A1BG,CXXX,No diseases associated,CLINGEN
29974,A1CF,CXXX,No diseases associated,CLINGEN
2,A2M,CXXX,No diseases associated,CLINGEN
127550,A3GALT2,CXXX,No diseases associated,CLINGEN
53947,A4GALT,CXXX,No diseases associated,CLINGEN
51146,A4GNT,CXXX,No diseases associated,CLINGEN
8086,AAAS,CXXX,No diseases associated,CLINGEN
65985,AACS,CXXX,No diseases associated,CLINGEN
13,AADAC,CXXX,No diseases associated,CLINGEN
344752,AADACL2,CXXX,No diseases associated,CLINGEN
126767,AADACL3,CXXX,No diseases associated,CLINGEN
343066,AADACL4,CXXX,No diseases associated,CLINGEN
51166,AADAT,CXXX,No diseases associated,CLINGEN
79719,AAGAB,CXXX,No diseases associated,CLINGEN
22848,AAK1,CXXX,No diseases associated,CLINGEN
28971,AAMDC,CXXX,No diseases associated,CLINGEN
14,AAMP,CXXX,No diseases associated,CLINGEN
15,AANAT,CXXX,No diseases associated,CLINGEN
25980,AAR2,CXXX,No diseases associated,CLINGEN
441376,AARD,CXXX,No diseases associated,CLINGEN
16,AARS1,CXXX,No diseases associated,CLINGEN
57505,AARS2,CXXX,No diseases associated,CLINGEN
80755,AARSD1,CXXX,No diseases associated,CLINGEN
132949,AASDH,CXXX,No diseases associated,CLINGEN
60496,AASDHPPT,CXXX,No diseases associated,CLINGEN
26574,AATF,CXXX,No diseases associated,CLINGEN
9625,AATK,CXXX,No diseases associated,CLINGEN
18,ABAT,CXXX,No diseases associated,CLINGEN
19,ABCA1,CXXX,No diseases associated,CLINGEN
20,ABCA2,CXXX,No diseases associated,CLINGEN
21,ABCA3,CXXX,No diseases associated,CLINGEN
24,ABCA4,CXXX,No diseases associated,CLINGEN
23461,ABCA5,CXXX,No diseases associated,CLINGEN
23460,ABCA6,CXXX,No diseases associated,CLINGEN
10347,ABCA7,CXXX,No diseases associated,CLINGEN
10351,ABCA8,CXXX,No diseases associated,CLINGEN
10350,ABCA9,CXXX,No diseases associated,CLINGEN
10349,ABCA10,CXXX,No diseases associated,CLINGEN
26154,ABCA12,CXXX,No diseases associated,CLINGEN
154664,ABCA13,CXXX,No diseases associated,CLINGEN
5243,ABCB1,CXXX,No diseases associated,CLINGEN
5244,ABCB4,CXXX,No diseases associated,CLINGEN
340273,ABCB5,CXXX,No diseases associated,CLINGEN
10058,ABCB6,CXXX,No diseases associated,CLINGEN
22,ABCB7,CXXX,No diseases associated,CLINGEN
11194,ABCB8,CXXX,No diseases associated,CLINGEN
23457,ABCB9,CXXX,No diseases associated,CLINGEN
23456,ABCB10,CXXX,No diseases associated,CLINGEN
8647,ABCB11,CXXX,No diseases associated,CLINGEN
4363,ABCC1,CXXX,No diseases associated,CLINGEN
1244,ABCC2,CXXX,No diseases associated,CLINGEN
8714,ABCC3,CXXX,No diseases associated,CLINGEN
10257,ABCC4,CXXX,No diseases associated,CLINGEN
10057,ABCC5,CXXX,No diseases associated,CLINGEN
368,ABCC6,CXXX,No diseases associated,CLINGEN
6833,ABCC8,CXXX,No diseases associated,CLINGEN
89845,ABCC10,CXXX,No diseases associated,CLINGEN
85320,ABCC11,CXXX,No diseases associated,CLINGEN
94160,ABCC12,CXXX,No diseases associated,CLINGEN
225,ABCD2,CXXX,No diseases associated,CLINGEN
5825,ABCD3,CXXX,No diseases associated,CLINGEN
5826,ABCD4,CXXX,No diseases associated,CLINGEN
6059,ABCE1,CXXX,No diseases associated,CLINGEN
23,ABCF1,CXXX,No diseases associated,CLINGEN
10061,ABCF2,CXXX,No diseases associated,CLINGEN
55324,ABCF3,CXXX,No diseases associated,CLINGEN
9619,ABCG1,CXXX,No diseases associated,CLINGEN
9429,ABCG2,CXXX,No diseases associated,CLINGEN
64137,ABCG4,CXXX,No diseases associated,CLINGEN
64240,ABCG5,CXXX,No diseases associated,CLINGEN
64241,ABCG8,CXXX,No diseases associated,CLINGEN
84696,ABHD1,CXXX,No diseases associated,CLINGEN
11057,ABHD2,CXXX,No diseases associated,CLINGEN
171586,ABHD3,CXXX,No diseases associated,CLINGEN
63874,ABHD4,CXXX,No diseases associated,CLINGEN
51099,ABHD5,CXXX,No diseases associated,CLINGEN
57406,ABHD6,CXXX,No diseases associated,CLINGEN
79575,ABHD8,CXXX,No diseases associated,CLINGEN
55347,ABHD10,CXXX,No diseases associated,CLINGEN
83451,ABHD11,CXXX,No diseases associated,CLINGEN
145447,ABHD12B,CXXX,No diseases associated,CLINGEN
84945,ABHD13,CXXX,No diseases associated,CLINGEN
25864,ABHD14A,CXXX,No diseases associated,CLINGEN
84836,ABHD14B,CXXX,No diseases associated,CLINGEN
116236,ABHD15,CXXX,No diseases associated,CLINGEN
7920,ABHD16A,CXXX,No diseases associated,CLINGEN
140701,ABHD16B,CXXX,No diseases associated,CLINGEN
81926,ABHD17A,CXXX,No diseases associated,CLINGEN
51104,ABHD17B,CXXX,No diseases associated,CLINGEN
58489,ABHD17C,CXXX,No diseases associated,CLINGEN
80167,ABHD18,CXXX,No diseases associated,CLINGEN
10006,ABI1,CXXX,No diseases associated,CLINGEN
10152,ABI2,CXXX,No diseases associated,CLINGEN
51225,ABI3,CXXX,No diseases associated,CLINGEN
25890,ABI3BP,CXXX,No diseases associated,CLINGEN
54942,ABITRAM,CXXX,No diseases associated,CLINGEN
25,ABL1,CXXX,No diseases associated,CLINGEN
27,ABL2,CXXX,No diseases associated,CLINGEN
3983,ABLIM1,CXXX,No diseases associated,CLINGEN
84448,ABLIM2,CXXX,No diseases associated,CLINGEN
22885,ABLIM3,CXXX,No diseases associated,CLINGEN
28,ABO,CXXX,No diseases associated,CLINGEN
29,ABR,CXXX,No diseases associated,CLINGEN
137735,ABRA,CXXX,No diseases associated,CLINGEN
58527,ABRACL,CXXX,No diseases associated,CLINGEN
84142,ABRAXAS1,CXXX,No diseases associated,CLINGEN
23172,ABRAXAS2,CXXX,No diseases associated,CLINGEN
29777,ABT1,CXXX,No diseases associated,CLINGEN
80325,ABTB1,CXXX,No diseases associated,CLINGEN
25841,ABTB2,CXXX,No diseases associated,CLINGEN
30,ACAA1,CXXX,No diseases associated,CLINGEN
10449,ACAA2,CXXX,No diseases associated,CLINGEN
31,ACACA,CXXX,No diseases associated,CLINGEN
32,ACACB,CXXX,No diseases associated,CLINGEN
80724,ACAD10,CXXX,No diseases associated,CLINGEN
84129,ACAD11,CXXX,No diseases associated,CLINGEN
176,ACAN,CXXX,No diseases associated,CLINGEN
9744,ACAP1,CXXX,No diseases associated,CLINGEN
23527,ACAP2,CXXX,No diseases associated,CLINGEN
116983,ACAP3,CXXX,No diseases associated,CLINGEN
39,ACAT2,CXXX,No diseases associated,CLINGEN
64746,ACBD3,CXXX,No diseases associated,CLINGEN
79777,ACBD4,CXXX,No diseases associated,CLINGEN
91452,ACBD5,CXXX,No diseases associated,CLINGEN
84320,ACBD6,CXXX,No diseases associated,CLINGEN
414149,ACBD7,CXXX,No diseases associated,CLINGEN
84680,ACCS,CXXX,No diseases associated,CLINGEN
390110,ACCSL,CXXX,No diseases associated,CLINGEN
65057,ACD,CXXX,No diseases associated,CLINGEN
1636,ACE,CXXX,No diseases associated,CLINGEN
59272,ACE2,CXXX,No diseases associated,CLINGEN
125981,ACER1,CXXX,No diseases associated,CLINGEN
340485,ACER2,CXXX,No diseases associated,CLINGEN
55331,ACER3,CXXX,No diseases associated,CLINGEN
43,ACHE,CXXX,No diseases associated,CLINGEN
22985,ACIN1,CXXX,No diseases associated,CLINGEN
2532,ACKR1,CXXX,No diseases associated,CLINGEN
1238,ACKR2,CXXX,No diseases associated,CLINGEN
57007,ACKR3,CXXX,No diseases associated,CLINGEN
51554,ACKR4,CXXX,No diseases associated,CLINGEN
47,ACLY,CXXX,No diseases associated,CLINGEN
130013,ACMSD,CXXX,No diseases associated,CLINGEN
48,ACO1,CXXX,No diseases associated,CLINGEN
50,ACO2,CXXX,No diseases associated,CLINGEN
730249,ACOD1,CXXX,No diseases associated,CLINGEN
641371,ACOT1,CXXX,No diseases associated,CLINGEN
10965,ACOT2,CXXX,No diseases associated,CLINGEN
122970,ACOT4,CXXX,No diseases associated,CLINGEN
641372,ACOT6,CXXX,No diseases associated,CLINGEN
11332,ACOT7,CXXX,No diseases associated,CLINGEN
10005,ACOT8,CXXX,No diseases associated,CLINGEN
23597,ACOT9,CXXX,No diseases associated,CLINGEN
26027,ACOT11,CXXX,No diseases associated,CLINGEN
134526,ACOT12,CXXX,No diseases associated,CLINGEN
55856,ACOT13,CXXX,No diseases associated,CLINGEN
51,ACOX1,CXXX,No diseases associated,CLINGEN
8309,ACOX2,CXXX,No diseases associated,CLINGEN
8310,ACOX3,CXXX,No diseases associated,CLINGEN
55289,ACOXL,CXXX,No diseases associated,CLINGEN
52,ACP1,CXXX,No diseases associated,CLINGEN
53,ACP2,CXXX,No diseases associated,CLINGEN
55,ACP3,CXXX,No diseases associated,CLINGEN
93650,ACP4,CXXX,No diseases associated,CLINGEN
54,ACP5,CXXX,No diseases associated,CLINGEN
51205,ACP6,CXXX,No diseases associated,CLINGEN
390928,ACP7,CXXX,No diseases associated,CLINGEN
49,ACR,CXXX,No diseases associated,CLINGEN
84519,ACRBP,CXXX,No diseases associated,CLINGEN
56,ACRV1,CXXX,No diseases associated,CLINGEN
23205,ACSBG1,CXXX,No diseases associated,CLINGEN
81616,ACSBG2,CXXX,No diseases associated,CLINGEN
80221,ACSF2,CXXX,No diseases associated,CLINGEN
197322,ACSF3,CXXX,No diseases associated,CLINGEN
2180,ACSL1,CXXX,No diseases associated,CLINGEN
2181,ACSL3,CXXX,No diseases associated,CLINGEN
51703,ACSL5,CXXX,No diseases associated,CLINGEN
23305,ACSL6,CXXX,No diseases associated,CLINGEN
116285,ACSM1,CXXX,No diseases associated,CLINGEN
123876,ACSM2A,CXXX,No diseases associated,CLINGEN
348158,ACSM2B,CXXX,No diseases associated,CLINGEN
6296,ACSM3,CXXX,No diseases associated,CLINGEN
341392,ACSM4,CXXX,No diseases associated,CLINGEN
54988,ACSM5,CXXX,No diseases associated,CLINGEN
142827,ACSM6,CXXX,No diseases associated,CLINGEN
84532,ACSS1,CXXX,No diseases associated,CLINGEN
55902,ACSS2,CXXX,No diseases associated,CLINGEN
79611,ACSS3,CXXX,No diseases associated,CLINGEN
60,ACTB,CXXX,No diseases associated,CLINGEN
345651,ACTBL2,CXXX,No diseases associated,CLINGEN
72,ACTG2,CXXX,No diseases associated,CLINGEN
86,ACTL6A,CXXX,No diseases associated,CLINGEN
51412,ACTL6B,CXXX,No diseases associated,CLINGEN
10881,ACTL7A,CXXX,No diseases associated,CLINGEN
10880,ACTL7B,CXXX,No diseases associated,CLINGEN
81569,ACTL8,CXXX,No diseases associated,CLINGEN
284382,ACTL9,CXXX,No diseases associated,CLINGEN
170487,ACTL10,CXXX,No diseases associated,CLINGEN
87,ACTN1,CXXX,No diseases associated,CLINGEN
88,ACTN2,CXXX,No diseases associated,CLINGEN
89,ACTN3,CXXX,No diseases associated,CLINGEN
81,ACTN4,CXXX,No diseases associated,CLINGEN
10121,ACTR1A,CXXX,No diseases associated,CLINGEN
10120,ACTR1B,CXXX,No diseases associated,CLINGEN
10097,ACTR2,CXXX,No diseases associated,CLINGEN
10096,ACTR3,CXXX,No diseases associated,CLINGEN
57180,ACTR3B,CXXX,No diseases associated,CLINGEN
653857,ACTR3C,CXXX,No diseases associated,CLINGEN
79913,ACTR5,CXXX,No diseases associated,CLINGEN
64431,ACTR6,CXXX,No diseases associated,CLINGEN
93973,ACTR8,CXXX,No diseases associated,CLINGEN
55860,ACTR10,CXXX,No diseases associated,CLINGEN
139741,ACTRT1,CXXX,No diseases associated,CLINGEN
140625,ACTRT2,CXXX,No diseases associated,CLINGEN
84517,ACTRT3,CXXX,No diseases associated,CLINGEN
90,ACVR1,CXXX,No diseases associated,CLINGEN
91,ACVR1B,CXXX,No diseases associated,CLINGEN
130399,ACVR1C,CXXX,No diseases associated,CLINGEN
92,ACVR2A,CXXX,No diseases associated,CLINGEN
93,ACVR2B,CXXX,No diseases associated,CLINGEN
95,ACY1,CXXX,No diseases associated,CLINGEN
91703,ACY3,CXXX,No diseases associated,CLINGEN
97,ACYP1,CXXX,No diseases associated,CLINGEN
98,ACYP2,CXXX,No diseases associated,CLINGEN
100,ADA,CXXX,No diseases associated,CLINGEN
51816,ADA2,CXXX,No diseases associated,CLINGEN
132612,ADAD1,CXXX,No diseases associated,CLINGEN
161931,ADAD2,CXXX,No diseases associated,CLINGEN
161823,ADAL,CXXX,No diseases associated,CLINGEN
2515,ADAM2,CXXX,No diseases associated,CLINGEN
8756,ADAM7,CXXX,No diseases associated,CLINGEN
101,ADAM8,CXXX,No diseases associated,CLINGEN
8754,ADAM9,CXXX,No diseases associated,CLINGEN
102,ADAM10,CXXX,No diseases associated,CLINGEN
4185,ADAM11,CXXX,No diseases associated,CLINGEN
8038,ADAM12,CXXX,No diseases associated,CLINGEN
8751,ADAM15,CXXX,No diseases associated,CLINGEN
6868,ADAM17,CXXX,No diseases associated,CLINGEN
8749,ADAM18,CXXX,No diseases associated,CLINGEN
8728,ADAM19,CXXX,No diseases associated,CLINGEN
8748,ADAM20,CXXX,No diseases associated,CLINGEN
8747,ADAM21,CXXX,No diseases associated,CLINGEN
53616,ADAM22,CXXX,No diseases associated,CLINGEN
8745,ADAM23,CXXX,No diseases associated,CLINGEN
10863,ADAM28,CXXX,No diseases associated,CLINGEN
11086,ADAM29,CXXX,No diseases associated,CLINGEN
11085,ADAM30,CXXX,No diseases associated,CLINGEN
203102,ADAM32,CXXX,No diseases associated,CLINGEN
80332,ADAM33,CXXX,No diseases associated,CLINGEN
27299,ADAMDEC1,CXXX,No diseases associated,CLINGEN
9510,ADAMTS1,CXXX,No diseases associated,CLINGEN
9509,ADAMTS2,CXXX,No diseases associated,CLINGEN
9508,ADAMTS3,CXXX,No diseases associated,CLINGEN
9507,ADAMTS4,CXXX,No diseases associated,CLINGEN
11096,ADAMTS5,CXXX,No diseases associated,CLINGEN
11174,ADAMTS6,CXXX,No diseases associated,CLINGEN
11173,ADAMTS7,CXXX,No diseases associated,CLINGEN
11095,ADAMTS8,CXXX,No diseases associated,CLINGEN
56999,ADAMTS9,CXXX,No diseases associated,CLINGEN
81794,ADAMTS10,CXXX,No diseases associated,CLINGEN
81792,ADAMTS12,CXXX,No diseases associated,CLINGEN
11093,ADAMTS13,CXXX,No diseases associated,CLINGEN
140766,ADAMTS14,CXXX,No diseases associated,CLINGEN
170689,ADAMTS15,CXXX,No diseases associated,CLINGEN
170690,ADAMTS16,CXXX,No diseases associated,CLINGEN
170691,ADAMTS17,CXXX,No diseases associated,CLINGEN
170692,ADAMTS18,CXXX,No diseases associated,CLINGEN
171019,ADAMTS19,CXXX,No diseases associated,CLINGEN
80070,ADAMTS20,CXXX,No diseases associated,CLINGEN
92949,ADAMTSL1,CXXX,No diseases associated,CLINGEN
9719,ADAMTSL2,CXXX,No diseases associated,CLINGEN
57188,ADAMTSL3,CXXX,No diseases associated,CLINGEN
54507,ADAMTSL4,CXXX,No diseases associated,CLINGEN
339366,ADAMTSL5,CXXX,No diseases associated,CLINGEN
11033,ADAP1,CXXX,No diseases associated,CLINGEN
55803,ADAP2,CXXX,No diseases associated,CLINGEN
103,ADAR,CXXX,No diseases associated,CLINGEN
104,ADARB1,CXXX,No diseases associated,CLINGEN
105,ADARB2,CXXX,No diseases associated,CLINGEN
23536,ADAT1,CXXX,No diseases associated,CLINGEN
134637,ADAT2,CXXX,No diseases associated,CLINGEN
113179,ADAT3,CXXX,No diseases associated,CLINGEN
57143,ADCK1,CXXX,No diseases associated,CLINGEN
90956,ADCK2,CXXX,No diseases associated,CLINGEN
203054,ADCK5,CXXX,No diseases associated,CLINGEN
108,ADCY2,CXXX,No diseases associated,CLINGEN
109,ADCY3,CXXX,No diseases associated,CLINGEN
196883,ADCY4,CXXX,No diseases associated,CLINGEN
111,ADCY5,CXXX,No diseases associated,CLINGEN
112,ADCY6,CXXX,No diseases associated,CLINGEN
113,ADCY7,CXXX,No diseases associated,CLINGEN
114,ADCY8,CXXX,No diseases associated,CLINGEN
115,ADCY9,CXXX,No diseases associated,CLINGEN
55811,ADCY10,CXXX,No diseases associated,CLINGEN
116,ADCYAP1,CXXX,No diseases associated,CLINGEN
117,ADCYAP1R1,CXXX,No diseases associated,CLINGEN
118,ADD1,CXXX,No diseases associated,CLINGEN
119,ADD2,CXXX,No diseases associated,CLINGEN
120,ADD3,CXXX,No diseases associated,CLINGEN
79747,ADGB,CXXX,No diseases associated,CLINGEN
84435,ADGRA1,CXXX,No diseases associated,CLINGEN
25960,ADGRA2,CXXX,No diseases associated,CLINGEN
166647,ADGRA3,CXXX,No diseases associated,CLINGEN
575,ADGRB1,CXXX,No diseases associated,CLINGEN
576,ADGRB2,CXXX,No diseases associated,CLINGEN
577,ADGRB3,CXXX,No diseases associated,CLINGEN
283383,ADGRD1,CXXX,No diseases associated,CLINGEN
347088,ADGRD2,CXXX,No diseases associated,CLINGEN
2015,ADGRE1,CXXX,No diseases associated,CLINGEN
30817,ADGRE2,CXXX,No diseases associated,CLINGEN
84658,ADGRE3,CXXX,No diseases associated,CLINGEN
976,ADGRE5,CXXX,No diseases associated,CLINGEN
266977,ADGRF1,CXXX,No diseases associated,CLINGEN
222611,ADGRF2,CXXX,No diseases associated,CLINGEN
165082,ADGRF3,CXXX,No diseases associated,CLINGEN
221393,ADGRF4,CXXX,No diseases associated,CLINGEN
221395,ADGRF5,CXXX,No diseases associated,CLINGEN
9289,ADGRG1,CXXX,No diseases associated,CLINGEN
10149,ADGRG2,CXXX,No diseases associated,CLINGEN
222487,ADGRG3,CXXX,No diseases associated,CLINGEN
139378,ADGRG4,CXXX,No diseases associated,CLINGEN
221188,ADGRG5,CXXX,No diseases associated,CLINGEN
57211,ADGRG6,CXXX,No diseases associated,CLINGEN
84873,ADGRG7,CXXX,No diseases associated,CLINGEN
22859,ADGRL1,CXXX,No diseases associated,CLINGEN
23266,ADGRL2,CXXX,No diseases associated,CLINGEN
23284,ADGRL3,CXXX,No diseases associated,CLINGEN
64123,ADGRL4,CXXX,No diseases associated,CLINGEN
124,ADH1A,CXXX,No diseases associated,CLINGEN
125,ADH1B,CXXX,No diseases associated,CLINGEN
126,ADH1C,CXXX,No diseases associated,CLINGEN
127,ADH4,CXXX,No diseases associated,CLINGEN
128,ADH5,CXXX,No diseases associated,CLINGEN
130,ADH6,CXXX,No diseases associated,CLINGEN
131,ADH7,CXXX,No diseases associated,CLINGEN
137872,ADHFE1,CXXX,No diseases associated,CLINGEN
55256,ADI1,CXXX,No diseases associated,CLINGEN
149685,ADIG,CXXX,No diseases associated,CLINGEN
9370,ADIPOQ,CXXX,No diseases associated,CLINGEN
51094,ADIPOR1,CXXX,No diseases associated,CLINGEN
79602,ADIPOR2,CXXX,No diseases associated,CLINGEN
10974,ADIRF,CXXX,No diseases associated,CLINGEN
132,ADK,CXXX,No diseases associated,CLINGEN
133,ADM,CXXX,No diseases associated,CLINGEN
79924,ADM2,CXXX,No diseases associated,CLINGEN
199800,ADM5,CXXX,No diseases associated,CLINGEN
23394,ADNP,CXXX,No diseases associated,CLINGEN
22850,ADNP2,CXXX,No diseases associated,CLINGEN
84890,ADO,CXXX,No diseases associated,CLINGEN
134,ADORA1,CXXX,No diseases associated,CLINGEN
135,ADORA2A,CXXX,No diseases associated,CLINGEN
136,ADORA2B,CXXX,No diseases associated,CLINGEN
140,ADORA3,CXXX,No diseases associated,CLINGEN
83440,ADPGK,CXXX,No diseases associated,CLINGEN
141,ADPRH,CXXX,No diseases associated,CLINGEN
113622,ADPRHL1,CXXX,No diseases associated,CLINGEN
56985,ADPRM,CXXX,No diseases associated,CLINGEN
54936,ADPRS,CXXX,No diseases associated,CLINGEN
148,ADRA1A,CXXX,No diseases associated,CLINGEN
147,ADRA1B,CXXX,No diseases associated,CLINGEN
146,ADRA1D,CXXX,No diseases associated,CLINGEN
150,ADRA2A,CXXX,No diseases associated,CLINGEN
151,ADRA2B,CXXX,No diseases associated,CLINGEN
152,ADRA2C,CXXX,No diseases associated,CLINGEN
153,ADRB1,CXXX,No diseases associated,CLINGEN
154,ADRB2,CXXX,No diseases associated,CLINGEN
155,ADRB3,CXXX,No diseases associated,CLINGEN
11047,ADRM1,CXXX,No diseases associated,CLINGEN
158,ADSL,CXXX,No diseases associated,CLINGEN
122622,ADSS1,CXXX,No diseases associated,CLINGEN
159,ADSS2,CXXX,No diseases associated,CLINGEN
84830,ADTRP,CXXX,No diseases associated,CLINGEN
165,AEBP1,CXXX,No diseases associated,CLINGEN
121536,AEBP2,CXXX,No diseases associated,CLINGEN
64782,AEN,CXXX,No diseases associated,CLINGEN
60312,AFAP1,CXXX,No diseases associated,CLINGEN
134265,AFAP1L1,CXXX,No diseases associated,CLINGEN
84632,AFAP1L2,CXXX,No diseases associated,CLINGEN
4301,AFDN,CXXX,No diseases associated,CLINGEN
4299,AFF1,CXXX,No diseases associated,CLINGEN
3899,AFF3,CXXX,No diseases associated,CLINGEN
27125,AFF4,CXXX,No diseases associated,CLINGEN
246269,AFG1L,CXXX,No diseases associated,CLINGEN
10939,AFG3L2,CXXX,No diseases associated,CLINGEN
173,AFM,CXXX,No diseases associated,CLINGEN
125061,AFMID,CXXX,No diseases associated,CLINGEN
174,AFP,CXXX,No diseases associated,CLINGEN
54812,AFTPH,CXXX,No diseases associated,CLINGEN
175,AGA,CXXX,No diseases associated,CLINGEN
116987,AGAP1,CXXX,No diseases associated,CLINGEN
116986,AGAP2,CXXX,No diseases associated,CLINGEN
116988,AGAP3,CXXX,No diseases associated,CLINGEN
119016,AGAP4,CXXX,No diseases associated,CLINGEN
729092,AGAP5,CXXX,No diseases associated,CLINGEN
414189,AGAP6,CXXX,No diseases associated,CLINGEN
642517,AGAP9,CXXX,No diseases associated,CLINGEN
123624,AGBL1,CXXX,No diseases associated,CLINGEN
79841,AGBL2,CXXX,No diseases associated,CLINGEN
340351,AGBL3,CXXX,No diseases associated,CLINGEN
84871,AGBL4,CXXX,No diseases associated,CLINGEN
60509,AGBL5,CXXX,No diseases associated,CLINGEN
177,AGER,CXXX,No diseases associated,CLINGEN
3267,AGFG1,CXXX,No diseases associated,CLINGEN
3268,AGFG2,CXXX,No diseases associated,CLINGEN
55109,AGGF1,CXXX,No diseases associated,CLINGEN
55750,AGK,CXXX,No diseases associated,CLINGEN
178,AGL,CXXX,No diseases associated,CLINGEN
79814,AGMAT,CXXX,No diseases associated,CLINGEN
392636,AGMO,CXXX,No diseases associated,CLINGEN
26523,AGO1,CXXX,No diseases associated,CLINGEN
27161,AGO2,CXXX,No diseases associated,CLINGEN
192669,AGO3,CXXX,No diseases associated,CLINGEN
192670,AGO4,CXXX,No diseases associated,CLINGEN
10554,AGPAT1,CXXX,No diseases associated,CLINGEN
10555,AGPAT2,CXXX,No diseases associated,CLINGEN
56894,AGPAT3,CXXX,No diseases associated,CLINGEN
56895,AGPAT4,CXXX,No diseases associated,CLINGEN
55326,AGPAT5,CXXX,No diseases associated,CLINGEN
10551,AGR2,CXXX,No diseases associated,CLINGEN
155465,AGR3,CXXX,No diseases associated,CLINGEN
375790,AGRN,CXXX,No diseases associated,CLINGEN
181,AGRP,CXXX,No diseases associated,CLINGEN
183,AGT,CXXX,No diseases associated,CLINGEN
23287,AGTPBP1,CXXX,No diseases associated,CLINGEN
185,AGTR1,CXXX,No diseases associated,CLINGEN
57085,AGTRAP,CXXX,No diseases associated,CLINGEN
189,AGXT,CXXX,No diseases associated,CLINGEN
64902,AGXT2,CXXX,No diseases associated,CLINGEN
25909,AHCTF1,CXXX,No diseases associated,CLINGEN
10768,AHCYL1,CXXX,No diseases associated,CLINGEN
23382,AHCYL2,CXXX,No diseases associated,CLINGEN
27245,AHDC1,CXXX,No diseases associated,CLINGEN
54806,AHI1,CXXX,No diseases associated,CLINGEN
79026,AHNAK,CXXX,No diseases associated,CLINGEN
113146,AHNAK2,CXXX,No diseases associated,CLINGEN
196,AHR,CXXX,No diseases associated,CLINGEN
57491,AHRR,CXXX,No diseases associated,CLINGEN
10598,AHSA1,CXXX,No diseases associated,CLINGEN
197,AHSG,CXXX,No diseases associated,CLINGEN
51327,AHSP,CXXX,No diseases associated,CLINGEN
57379,AICDA,CXXX,No diseases associated,CLINGEN
64853,AIDA,CXXX,No diseases associated,CLINGEN
199,AIF1,CXXX,No diseases associated,CLINGEN
83543,AIF1L,CXXX,No diseases associated,CLINGEN
84883,AIFM2,CXXX,No diseases associated,CLINGEN
